aborted,bufferSize,buffertime_avg,buffertime_med,created,delivered,delivery_prob,dropPolicy,dropped,filename,forwardingStrategy,hopcount_avg,hopcount_med,latency_avg,latency_med,overhead_ratio,relayed,removed,response_prob,rtt_avg,rtt_med,sim_time,started
3234,180M,12530.3265,8643.0000,3351,1648,0.4918,5,179456,ProphetMulti-bufferSize@180M-dropPolicy@5-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.6669,2,9662.0843,7912.0000,128.2888,213068,0,0.0000,NaN,NaN,100000.0000,216310
3350,180M,8347.8618,0.0000,3351,1660,0.4954,5,187063,ProphetMulti-bufferSize@180M-dropPolicy@5-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.3006,2,11950.9753,9446.0000,131.6699,220232,0,0.0000,NaN,NaN,100000.0000,223585
3712,190M,14207.8886,13631.0000,3351,2162,0.6452,1,199127,ProphetMulti-bufferSize@190M-dropPolicy@1-forwardingStrategy@COIN_MessageStatsReport,COIN,2.7729,2,11698.9265,9157.0000,107.6623,234928,0,0.0000,NaN,NaN,100000.0000,238645
3386,190M,14463.0326,13463.0000,3351,2302,0.6870,1,182619,ProphetMulti-bufferSize@190M-dropPolicy@1-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.6238,2,11839.7315,9736.0000,94.0430,218789,0,0.0000,NaN,NaN,100000.0000,222185
3203,190M,15127.5158,14150.0000,3351,2297,0.6855,1,170327,ProphetMulti-bufferSize@190M-dropPolicy@1-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.5329,2,12294.1737,10261.0000,88.8594,206407,0,0.0000,NaN,NaN,100000.0000,209618
3289,190M,15284.9439,13920.0000,3351,1922,0.5736,1,170431,ProphetMulti-bufferSize@190M-dropPolicy@1-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.4370,2,11298.2934,9402.0000,106.6701,206942,0,0.0000,NaN,NaN,100000.0000,210235
3473,190M,8802.2898,10.0000,3351,1279,0.3817,2,185317,ProphetMulti-bufferSize@190M-dropPolicy@2-forwardingStrategy@COIN_MessageStatsReport,COIN,3.6036,3,6820.9116,6146.0000,171.9640,221221,0,0.0000,NaN,NaN,100000.0000,224697
3302,190M,7654.1860,0.0000,3351,1545,0.4611,2,180765,ProphetMulti-bufferSize@190M-dropPolicy@2-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.4117,2,12027.9676,9413.0000,138.9256,216185,0,0.0000,NaN,NaN,100000.0000,219493
3478,190M,7423.8758,0.0000,3351,1555,0.4640,2,187178,ProphetMulti-bufferSize@190M-dropPolicy@2-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.4103,2,11655.4720,9413.0000,142.2894,222815,0,0.0000,NaN,NaN,100000.0000,226296
3599,190M,5875.5428,0.0000,3351,1895,0.5655,2,198875,ProphetMulti-bufferSize@190M-dropPolicy@2-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.1562,2,14246.2454,9990.0000,121.4433,232030,0,0.0000,NaN,NaN,100000.0000,235636
3651,190M,8429.3687,0.0000,3351,1437,0.4288,3,200418,ProphetMulti-bufferSize@190M-dropPolicy@3-forwardingStrategy@COIN_MessageStatsReport,COIN,3.4182,3,6837.1134,6001.0000,163.5672,236483,0,0.0000,NaN,NaN,100000.0000,240139
3397,190M,8698.9735,0.0000,3351,1802,0.5377,3,186480,ProphetMulti-bufferSize@190M-dropPolicy@3-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.3485,2,12590.7442,9679.0000,122.6964,222901,0,0.0000,NaN,NaN,100000.0000,226301
3332,190M,9039.7662,0.0000,3351,1835,0.5476,3,184370,ProphetMulti-bufferSize@190M-dropPolicy@3-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.3439,2,12246.1346,10029.0000,119.3401,220824,0,0.0000,NaN,NaN,100000.0000,224160
3544,190M,8380.7926,0.0000,3351,1901,0.5673,3,189781,ProphetMulti-bufferSize@190M-dropPolicy@3-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.2246,2,12911.8490,9923.0000,117.9916,226203,0,0.0000,NaN,NaN,100000.0000,229749
3518,190M,14197.8938,14983.0000,3351,2682,0.8004,4,191382,ProphetMulti-bufferSize@190M-dropPolicy@4-forwardingStrategy@COIN_MessageStatsReport,COIN,2.7673,2,12537.7658,10987.0000,84.2595,228666,0,0.0000,NaN,NaN,100000.0000,232190
3324,190M,11990.3157,0.0000,3351,2465,0.7356,4,184409,ProphetMulti-bufferSize@190M-dropPolicy@4-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.1732,2,14350.5947,11130.0000,88.8556,221494,0,0.0000,NaN,NaN,100000.0000,224825
3367,190M,11979.3319,0.0000,3351,2461,0.7344,4,184999,ProphetMulti-bufferSize@190M-dropPolicy@4-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.2125,2,14778.9354,11541.0000,89.2369,222073,0,0.0000,NaN,NaN,100000.0000,225448
3447,190M,11632.3117,0.0000,3351,2393,0.7141,4,182491,ProphetMulti-bufferSize@190M-dropPolicy@4-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.2169,2,15116.0727,11470.0000,90.7229,219493,0,0.0000,NaN,NaN,100000.0000,222943
3605,190M,11776.2260,6146.0000,3351,1624,0.4846,5,194808,ProphetMulti-bufferSize@190M-dropPolicy@5-forwardingStrategy@COIN_MessageStatsReport,COIN,2.8017,2,10148.6897,8364.0000,140.9969,230603,0,0.0000,NaN,NaN,100000.0000,234213
3466,190M,12263.0301,8540.0000,3351,1673,0.4993,5,189963,ProphetMulti-bufferSize@190M-dropPolicy@5-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.6856,3,9269.5176,7924.0000,133.7573,225449,0,0.0000,NaN,NaN,100000.0000,228918
3323,190M,12759.6740,8804.0000,3351,1664,0.4966,5,181295,ProphetMulti-bufferSize@190M-dropPolicy@5-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.6749,3,9208.1232,7903.0000,129.3534,216908,0,0.0000,NaN,NaN,100000.0000,220237
3235,190M,9601.8433,0.0000,3351,1733,0.5172,5,177932,ProphetMulti-bufferSize@190M-dropPolicy@5-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.3081,2,12037.0848,9208.0000,122.0825,213302,0,0.0000,NaN,NaN,100000.0000,216542
3723,200M,15211.4134,14637.0000,3351,2212,0.6601,1,194072,ProphetMulti-bufferSize@200M-dropPolicy@1-forwardingStrategy@COIN_MessageStatsReport,COIN,2.8666,3,12430.3024,9621.0000,103.8341,231893,0,0.0000,NaN,NaN,100000.0000,235619
3251,200M,15605.5814,14567.0000,3351,2314,0.6905,1,170713,ProphetMulti-bufferSize@200M-dropPolicy@1-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.4879,2,11821.8984,9900.0000,89.2541,208848,0,0.0000,NaN,NaN,100000.0000,212103
3298,200M,15809.4192,14652.0000,3351,2354,0.7025,1,172625,ProphetMulti-bufferSize@200M-dropPolicy@1-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.5038,2,12331.0493,10320.0000,88.5573,210818,0,0.0000,NaN,NaN,100000.0000,214123
3420,200M,15417.4258,14292.0000,3351,2146,0.6404,1,180482,ProphetMulti-bufferSize@200M-dropPolicy@1-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.5699,2,10199.0690,8588.0000,101.0979,219102,0,0.0000,NaN,NaN,100000.0000,222523
3370,200M,8191.6791,2.0000,3351,1052,0.3139,2,181658,ProphetMulti-bufferSize@200M-dropPolicy@2-forwardingStrategy@COIN_MessageStatsReport,COIN,3.6464,3,5442.6711,4815.0000,205.1312,216850,0,0.0000,NaN,NaN,100000.0000,220224
3292,200M,5914.5894,0.0000,3351,1249,0.3727,2,185657,ProphetMulti-bufferSize@200M-dropPolicy@2-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.5637,2,10385.1065,8724.0000,175.9880,221058,0,0.0000,NaN,NaN,100000.0000,224356
3625,200M,5615.1425,0.0000,3351,1271,0.3793,2,202187,ProphetMulti-bufferSize@200M-dropPolicy@2-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.4579,2,9481.8206,7661.0000,185.9473,237610,0,0.0000,NaN,NaN,100000.0000,241241
3462,200M,5426.7949,0.0000,3351,1309,0.3906,2,188914,ProphetMulti-bufferSize@200M-dropPolicy@2-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.3575,2,11470.4507,8870.0000,170.4118,224378,0,0.0000,NaN,NaN,100000.0000,227847
3510,200M,9280.2363,0.0000,3351,1478,0.4411,3,190380,ProphetMulti-bufferSize@200M-dropPolicy@3-forwardingStrategy@COIN_MessageStatsReport,COIN,3.3884,3,7346.0514,6401.0000,153.5927,228488,0,0.0000,NaN,NaN,100000.0000,232005
3267,200M,9740.8215,0.0000,3351,1963,0.5858,3,172010,ProphetMulti-bufferSize@200M-dropPolicy@3-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.3107,2,13112.0591,10567.0000,106.1304,210297,0,0.0000,NaN,NaN,100000.0000,213569
3410,200M,9377.4329,0.0000,3351,1868,0.5574,3,185406,ProphetMulti-bufferSize@200M-dropPolicy@3-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.3164,2,12261.9952,9823.0000,118.8581,223895,0,0.0000,NaN,NaN,100000.0000,227311
3490,200M,8528.3934,0.0000,3351,1669,0.4981,3,182354,ProphetMulti-bufferSize@200M-dropPolicy@3-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.3966,2,11314.5686,9228.0000,131.1995,220641,0,0.0000,NaN,NaN,100000.0000,224138
3768,200M,14656.4891,15727.0000,3351,2738,0.8171,4,196489,ProphetMulti-bufferSize@200M-dropPolicy@4-forwardingStrategy@COIN_MessageStatsReport,COIN,2.7900,3,12108.5873,10397.0000,85.1348,235837,0,0.0000,NaN,NaN,100000.0000,239607
3336,200M,12509.6029,0.0000,3351,2462,0.7347,4,180095,ProphetMulti-bufferSize@200M-dropPolicy@4-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.1682,2,14800.6665,11669.0000,88.0219,219172,0,0.0000,NaN,NaN,100000.0000,222513
3225,200M,12913.4474,0.0000,3351,2460,0.7341,4,175111,ProphetMulti-bufferSize@200M-dropPolicy@4-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.2045,2,15140.6447,11861.0000,86.0703,214193,0,0.0000,NaN,NaN,100000.0000,217423
3428,200M,12814.2607,0.0000,3351,2509,0.7487,4,180190,ProphetMulti-bufferSize@200M-dropPolicy@4-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.3149,2,12378.2902,10080.0000,86.4101,219312,0,0.0000,NaN,NaN,100000.0000,222744
3699,200M,12299.2972,6798.0000,3351,1635,0.4879,5,189552,ProphetMulti-bufferSize@200M-dropPolicy@5-forwardingStrategy@COIN_MessageStatsReport,COIN,2.9034,3,9666.2269,7780.0000,137.8257,226980,0,0.0000,NaN,NaN,100000.0000,230681
3232,200M,13184.1071,8959.0000,3351,1678,0.5007,5,178849,ProphetMulti-bufferSize@200M-dropPolicy@5-forwardingStrategy@GRTRMax_MessageStatsReport,GRTRMax,2.6621,2,9554.1502,8208.0000,127.8373,216189,0,0.0000,NaN,NaN,100000.0000,219426
3405,200M,13306.7407,9407.0000,3351,1695,0.5058,5,179939,ProphetMulti-bufferSize@200M-dropPolicy@5-forwardingStrategy@GRTRSort_MessageStatsReport,GRTRSort,2.6383,2,9325.0850,8110.0000,127.3776,217600,0,0.0000,NaN,NaN,100000.0000,221011
3474,200M,9350.6078,0.0000,3351,1775,0.5297,5,191937,ProphetMulti-bufferSize@200M-dropPolicy@5-forwardingStrategy@GRTR_MessageStatsReport,GRTR,2.4862,2,11058.0056,8746.0000,128.4158,229713,0,0.0000,NaN,NaN,100000.0000,233189
3424,20M,1522.9008,978.0000,3351,912,0.2722,1,213098,ProphetMulti-bufferSize@20M-dropPolicy@1-forwardingStrategy@COIN_MessageStatsReport,COIN,6.0307,5,6703.7029,5008.0000,234.1524,214459,0,0.0000,NaN,NaN,100000.0000,217885
